job_id,job_title,company,job_location,date_posted,job_field,job_type,salary,experience,job_position,deadline,job_url
35C78EA5,IT Junior Application Analyst (Free shuttle bus),Techtronic Industries Vietnam Manufacturing Company Limited,Hồ Chí Minh,03/06/2026,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 Năm,Nhân viên chính thức,02/07/2026,https://careerviet.vn/vi/tim-viec-lam/it-junior-application-analyst-free-shuttle-bus.35C78EA5.html
35C742E5,Senior AI Engineer,DIGI-TEXX Vietnam,Hồ Chí Minh,03/06/2026,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,5 - 10,Nhân viên,03/07/2026,https://careerviet.vn/vi/tim-viec-lam/senior-ai-engineer.35C742E5.html
35C76379,IT Specialist (Strong at Network),CÔNG TY TNHH CÔNG NGHỆ HUAWEI VIỆT NAM,Hà Nội,04/06/2026,"CNTT - Phần cứng / Mạng, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,2 - 4,Nhân viên,17/06/2026,https://careerviet.vn/vi/tim-viec-lam/it-specialist-strong-at-network.35C76379.html
35C70506,Chuyên viên cao cấp/Chuyên viên chính Quản lý Chất lượng dữ liệu – Khối Công nghệ Thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,05/06/2026,"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,30 Tr - 60 Tr VND,3 - 5,Nhân viên,05/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-chuyen-vien-chinh-quan-ly-chat-luong-du-lieu-khoi-cong-nghe-thong-tin.35C70506.html
35C74C60,Chuyên viên Quản lý danh mục CNTT,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),Hà Nội,05/06/2026,"CNTT - Phần mềm, Tài chính / Đầu tư, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,2 - 3,Nhân viên,05/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-danh-muc-cntt.35C74C60.html
35C704F3,Chuyên viên cao cấp/Chuyên viên chính Phân tích dữ liệu nâng cao (Data Scientist)– Khối Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,05/06/2026,"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,30 Tr - 60 Tr VND,3 - 5,Nhân viên,05/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-chuyen-vien-chinh-phan-tich-du-lieu-nang-cao-data-scientist-khoi-cong-nghe-thong-tin.35C704F3.html
35C70386,Manufacturing Innovation (MI) Engineer,CÔNG TY TNHH CS BEARING VIỆT NAM,Hồ Chí Minh,05/06/2026,"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,13 Tr - 15 Tr VND,2 - 3,Nhân viên,05/07/2026,https://careerviet.vn/vi/tim-viec-lam/manufacturing-innovation-mi-engineer.35C70386.html
35C74F2E,Chuyên viên cao cấp Giải pháp giám sát dịch vụ nội bộ - MVHB,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,06/06/2026,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,Trên 3,Nhân viên,06/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-giai-phap-giam-sat-dich-vu-noi-bo-mvhb.35C74F2E.html
35C709A1,Chuyên Viên Phân Tích Định Lượng - Nhóm Quản Lý Rủi Ro Tín Dụng,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,06/06/2026,"Ngân hàng, Tài chính / Đầu tư, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,Trên 3,Nhân viên,06/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-dinh-luong-nhom-quan-ly-rui-ro-tin-dung.35C709A1.html
35C709A5,"Chuyên Viên Phân Tích Định Lượng - Nhóm Phân Tích Rủi Ro TT, TK và LS Trên Sổ Ngân Hàng",NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,06/06/2026,"Ngân hàng, Tài chính / Đầu tư, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,Trên 2,Nhân viên,06/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-dinh-luong-nhom-phan-tich-rui-ro-tt-tk-va-ls-tren-so-ngan-hang.35C709A5.html
35C78744,NHÂN VIÊN KỸ THUẬT VẬN HÀNH SẢN XUẤT (ĐIỆN – CƠ KHÍ – TỰ ĐỘNG HÓA),Công ty Cổ phần Sorbitol Pháp – Việt (SOFAVI),Tây Ninh,07/06/2026,"Cơ khí / Ô tô / Tự động hóa, Điện / Điện tử / Điện lạnh / Điện công nghiệp, CNTT - Phần cứng / Mạng",Nhân viên chính thức,10 Tr - 25 Tr VND,0 - null,Nhân viên,01/07/2026,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-van-hanh-san-xuat-dien-co-khi-tu-dong-hoa.35C78744.html
35C787A7,Trưởng phòng công nghệ thông tin,Công Ty Cổ Phần A25 Hotel,Hà Nội,07/06/2026,"CNTT - Phần mềm, Quản lý điều hành",Nhân viên chính thức,30 Tr - 60 Tr VND,5 - 7,Trưởng nhóm / Giám sát,30/06/2026,https://careerviet.vn/vi/tim-viec-lam/truong-phong-cong-nghe-thong-tin.35C787A7.html
35C70BE4,Programme Officer in Digital Transformation,Văn phòng đại diện Tổ chức Hợp tác Quốc tế Đức GIZ tại Hà Nội,Hà Nội,,"Tiếp thị / Marketing, CNTT - Phần mềm, Thương mại điện tử",,Cạnh tranh,"Minimum 8 years of relevant professional experience, including 3 – 4 years in programme level roles related to DX in education or TVET;",Nhân viên,07/07/2026,https://careerviet.vn/vi/tim-viec-lam/programme-officer-in-digital-transformation.35C70BE4.html
35C79AAC,IT Presales Engineer,EAST SEA ENERGY ENVIRONMENT COMPANY LIMITED,Hồ Chí Minh,08/06/2026,"CNTT - Phần mềm, CNTT - Phần cứng / Mạng, Bán Hàng Kỹ Thuật",Nhân viên chính thức,Cạnh tranh,3 - 5,Nhân viên,10/07/2026,https://careerviet.vn/vi/tim-viec-lam/it-presales-engineer.35C79AAC.html
35C768FB,Chuyên Viên Tích Hợp Nền Tảng Dữ Liệu,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,08/06/2026,"Ngân hàng, CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,Trên 2,Nhân viên,02/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tich-hop-nen-tang-du-lieu.35C768FB.html
35C76B1F,Trưởng nhóm Hệ thống dữ liệu (Leader DA),CÔNG TY CỔ PHẦN PHÁT TRIỂN DỊCH VỤ VÀ THƯƠNG MẠI QUỐC AN,Hà Nội,08/06/2026,"CNTT - Phần mềm, Quản lý điều hành, Y tế / Chăm sóc sức khỏe / Thẩm mỹ / Làm đẹp",Nhân viên chính thức,18 Tr - 25 Tr VND,3 - 5,Quản lý,19/06/2026,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-he-thong-du-lieu-leader-da.35C76B1F.html
35C6FF16,Chuyên viên chính/Chuyên viên cao cấp Quản lý chương trình dữ liệu (Data Program Owner) Phòng Quản trị dữ liệu – Khối Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,02/06/2026,"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,30 Tr - 60 Tr VND,3 - 5,Nhân viên,02/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-quan-ly-chuong-trinh-du-lieu-data-program-owner-phong-quan-tri-du-lieu-khoi-cong-nghe-thong-tin.35C6FF16.html
35C6FEEB,Chuyên viên chính/ Chuyên viên cao cấp Phân tích nghiệp vụ - Khối Công nghệ Thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,02/06/2026,"Ngân hàng, CNTT - Phần mềm",Nhân viên chính thức,30 Tr - 60 Tr VND,3 - 5,Nhân viên,02/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-phan-tich-nghiep-vu-khoi-cong-nghe-thong-tin.35C6FEEB.html
35C6FEFC,Chuyên viên chính/Chuyên viên cao cấp Giám sát tuân thủ Công nghệ thông tin - Khối Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,02/06/2026,"Ngân hàng, CNTT - Phần mềm",Nhân viên chính thức,30 Tr - 60 Tr VND,3 - 5,Nhân viên,02/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-giam-sat-tuan-thu-cong-nghe-thong-tin-khoi-cong-nghe-thong-tin.35C6FEFC.html
35C742E2,Network Engineer,DIGI-TEXX Vietnam,Hồ Chí Minh,03/06/2026,CNTT - Phần cứng / Mạng,Nhân viên chính thức,Cạnh tranh,5 - 10,Nhân viên,03/07/2026,https://careerviet.vn/vi/tim-viec-lam/network-engineer.35C742E2.html
35C745DE,"Chuyên gia Quản trị rủi ro dữ liệu cấp 3, Phòng QTRR CNTT và Ngân hàng số, Khối Quản trị rủi ro",Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,04/06/2026,"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,5 - 7,Trưởng nhóm / Giám sát,04/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quan-tri-rui-ro-du-lieu-cap-3-phong-qtrr-cntt-va-ngan-hang-so-khoi-quan-tri-rui-ro.35C745DE.html
35C7477B,Quản trị hệ thống/Quản trị mạng,IDC Group,Hà Nội,04/06/2026,"CNTT - Phần cứng / Mạng, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,Chưa có kinh nghiệm,Nhân viên,04/07/2026,https://careerviet.vn/vi/tim-viec-lam/quan-tri-he-thong-quan-tri-mang.35C7477B.html
35C745E7,"Chuyên gia quản trị rủi ro kiến trúc giải pháp cấp 2, Phòng Quản trị rủi ro CNTT và Ngân hàng số, Khối QTRR",Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,04/06/2026,"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,5 - 7,Trưởng nhóm / Giám sát,04/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quan-tri-rui-ro-kien-truc-giai-phap-cap-2-phong-quan-tri-rui-ro-cntt-va-ngan-hang-so-khoi-qtrr.35C745E7.html
35C745E2,"CHUYÊN GIA QUẢN TRỊ RỦI RO KIẾN TRÚC HỆ THỐNG CẤP 2 , PHÒNG QTRR CNTT VÀ NGÂN HÀNG SỐ, KHỐI QTRR",Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,04/06/2026,"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,3 - 5,Trưởng nhóm / Giám sát,04/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quan-tri-rui-ro-kien-truc-he-thong-cap-2-phong-qtrr-cntt-va-ngan-hang-so-khoi-qtrr.35C745E2.html
35C704D1,Chuyên viên chính/cao cấp Xử lý dữ liệu - Khối Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,05/06/2026,"CNTT - Phần mềm, Ngân hàng",Nhân viên chính thức,30 Tr - 60 Tr VND,3 - 5,Nhân viên,05/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-cao-cap-xu-ly-du-lieu-khoi-cong-nghe-thong-tin.35C704D1.html
35C707C0,Project Manager,Laidon Consulting Vietnam,Hồ Chí Minh,06/06/2026,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,1 - 5,Nhân viên,06/07/2026,https://careerviet.vn/vi/tim-viec-lam/project-manager.35C707C0.html
35C79A7C,Nhân viên IT cơ sở,Công ty CP Giáo dục Quốc tế Việt Úc,Hồ Chí Minh,08/06/2026,"Giáo dục / Đào tạo, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,1 - 3 Năm,Nhân viên,08/07/2026,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-it-co-so.35C79A7C.html
35C79B7B,UI/UX Designer (Middle/Senior),Công Ty Cổ Phần Decox,Hồ Chí Minh,08/06/2026,"CNTT - Phần mềm, Quảng cáo / Đối ngoại / Truyền Thông",Nhân viên chính thức,Cạnh tranh,2 - 4,Nhân viên,10/07/2026,https://careerviet.vn/vi/tim-viec-lam/ui-ux-designer-middle-senior.35C79B7B.html
35C79FD1,Data Engineer,Viet Thai International,Hồ Chí Minh,09/06/2026,"Bán lẻ / Bán sỉ, CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,2 - 3,Nhân viên,09/07/2026,https://careerviet.vn/vi/tim-viec-lam/data-engineer.35C79FD1.html
35C7A072,Back-End Developer,Anheuser-Busch InBev (AB InBev),Hồ Chí Minh,09/06/2026,"Thực phẩm & Đồ uống, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,1 - 3,Nhân viên,10/07/2026,https://careerviet.vn/vi/tim-viec-lam/back-end-developer.35C7A072.html
35C71363,IT Engineer SAP Basis SysAdmin,Teamwork Vietnam Ltd,Hồ Chí Minh,09/06/2026,"CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,"Hands-on experience with at least one OS: Windows, UNIX, or Linux",Nhân viên,09/07/2026,https://careerviet.vn/vi/tim-viec-lam/it-engineer-sap-basis-sysadmin.35C71363.html
35C7A295,Kỹ sư Trí tuệ nhân tạo (AI Engineer),Công ty Cổ phần Tập đoàn Hoa Sen,Hồ Chí Minh,10/06/2026,"CNTT - Phần mềm, Bán lẻ / Bán sỉ, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,2 - 3,Nhân viên,09/07/2026,https://careerviet.vn/vi/tim-viec-lam/ky-su-tri-tue-nhan-tao-ai-engineer.35C7A295.html
35C6D41F,Chuyên viên Quản trị hệ thống phần mềm,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Hà Nội,13/06/2026,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,Trên 2,Nhân viên,16/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-he-thong-phan-mem.35C6D41F.html
35C6D424,Chuyên viên An ninh thông tin – Chính sách và tuân thủ an ninh thông tin,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Hà Nội,13/06/2026,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,Trên 2,Nhân viên,16/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-an-ninh-thong-tin-chinh-sach-va-tuan-thu-an-ninh-thong-tin.35C6D424.html
35C6D8EC,Chuyên Viên Tư Vấn Triển Khai Phần Mềm – Senior Software Consultant,OMN1 Solution,Hồ Chí Minh,13/06/2026,"CNTT - Phần mềm, Tư vấn, Bán hàng / Kinh doanh",Nhân viên chính thức,12 Tr - 25 Tr VND,3 - 5,Quản lý,18/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-trien-khai-phan-mem-senior-software-consultant.35C6D8EC.html
35C6E3A7,Nhân Viên Kinh Doanh,Công Ty Cổ phần Hệ thống Công Nghệ Hoàng Hải,Hồ Chí Minh,13/06/2026,"Bán hàng / Kinh doanh, Bán lẻ / Bán sỉ, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,2 - 3,Nhân viên,23/06/2026,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C6E3A7.html
35C70C19,Project Manager,NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Hà Nội,13/06/2026,"Ngân hàng, CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,Lên đến 8,Quản lý,07/07/2026,https://careerviet.vn/vi/tim-viec-lam/project-manager.35C70C19.html
35C710A1,Chuyên Viên Phân Tích Nghiệp Vụ (BA),CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN VĂN PHÚ,Hà Nội,13/06/2026,"CNTT - Phần mềm, Bất động sản, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,Trên 5,Nhân viên,08/07/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba.35C710A1.html
35C718FB,Nhân Viên Kinh Doanh B2B – IT / Laptop (HCM & HN),Công ty TNHH MTV Công nghệ Tin học Viễn Sơn,Hồ Chí Minh,13/06/2026,"Bán lẻ / Bán sỉ, Bán hàng / Kinh doanh, CNTT - Phần cứng / Mạng",Nhân viên chính thức,10 Tr - 15 Tr VND,1 - 3,Nhân viên,13/06/2026,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-b2b-it-laptop-hcm-hn.35C718FB.html
35C71B19,Chuyên Viên Tư Vấn Giải Pháp,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HQG,Hồ Chí Minh,13/06/2026,"Bán hàng / Kinh doanh, CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,1 - 2,Nhân viên,13/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giai-phap.35C71B19.html
35C72649,Senior Data Engineer,Ngân Hàng TMCP Quốc Dân (NCB),Hà Nội,13/06/2026,"Ngân hàng, CNTT - Phần mềm, Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,Trên 5,Nhân viên,19/06/2026,https://careerviet.vn/vi/tim-viec-lam/senior-data-engineer.35C72649.html
35C72650,Senior Data Tester - Data and Digital Transformation Division (DTO),Ngân Hàng TMCP Quốc Dân (NCB),Hà Nội,13/06/2026,"Ngân hàng, CNTT - Phần mềm, Tài chính / Đầu tư",Nhân viên chính thức,Cạnh tranh,1 - 5,Nhân viên,19/06/2026,https://careerviet.vn/vi/tim-viec-lam/senior-data-tester-data-and-digital-transformation-division-dto.35C72650.html
35C7266F,Chuyên gia chính sách tín dụng và Digital risk (phục vụ triển khai Dự án CLOS),Ngân Hàng TMCP Quốc Dân (NCB),Hà Nội,13/06/2026,"Ngân hàng, CNTT - Phần cứng / Mạng, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,Trên 3,Nhân viên,19/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-chinh-sach-tin-dung-va-digital-risk-phuc-vu-trien-khai-du-an-clos.35C7266F.html
35C72687,Chuyên viên cao cấp Cải tiến và Số hóa quy trình,Ngân Hàng TMCP Quốc Dân (NCB),Hà Nội,13/06/2026,"CNTT - Phần mềm, Quản lý chất lượng (QA/QC), Ngân hàng",Nhân viên chính thức,Cạnh tranh,3 - 4,Nhân viên,19/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-cai-tien-va-so-hoa-quy-trinh.35C72687.html
35C72688,Chuyên gia Quản trị vận hành,Ngân Hàng TMCP Quốc Dân (NCB),Hà Nội,13/06/2026,"Ngân hàng, Quản lý điều hành, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,3 - 6,Nhân viên,19/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quan-tri-van-hanh.35C72688.html
35C72D1B,After-Service Technical Consultant​ Manager,Công Ty TNHH Tín Bảo Lan,Hồ Chí Minh,13/06/2026,"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Điện / Điện tử / Điện lạnh / Điện công nghiệp",Nhân viên chính thức,Cạnh tranh,2 - 5,Quản lý,22/06/2026,https://careerviet.vn/vi/tim-viec-lam/after-service-technical-consultant-manager.35C72D1B.html
35C72D2A,PMO Kỹ Thuật (Kiêm Presales/BOM/Giải Pháp & Kinh Nghiệm Triển Khai Data Center/Network),Công Ty TNHH Tín Bảo Lan,Hồ Chí Minh,13/06/2026,"CNTT - Phần cứng / Mạng, CNTT - Phần mềm, Điện / Điện tử / Điện lạnh / Điện công nghiệp",Nhân viên chính thức,Cạnh tranh,2 - 5,Quản lý,22/06/2026,https://careerviet.vn/vi/tim-viec-lam/pmo-ky-thuat-kiem-presales-bom-giai-phap-kinh-nghiem-trien-khai-data-center-network.35C72D2A.html
35C730C3,Chuyên Viên Tư Vấn Giải Pháp (PreSale),CÔNG TY CỔ PHẦN CÔNG NGHỆ 3S TOÀN CẦU,Hà Nội,13/06/2026,"CNTT - Phần mềm, Tư vấn, Bán hàng / Kinh doanh",Nhân viên chính thức,Cạnh tranh,3 - 5,Nhân viên,22/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giai-phap-presale.35C730C3.html
35C7A037,Programme Officer in Digital Transformation,Văn phòng đại diện Tổ chức Hợp tác Quốc tế Đức GIZ tại Hà Nội,Hà Nội,,"CNTT - Phần mềm, Giáo dục / Đào tạo, Tư vấn",Nhân viên chính thức,Cạnh tranh,8 Năm,Nhân viên,30/06/2026,https://careerviet.vn/vi/tim-viec-lam/programme-officer-in-digital-transformation.35C7A037.html
35C78E88,Nhân viên cung ứng,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NETLINE,Hà Nội,09/06/2026,"Thu mua / Vật tư, Vận chuyển / Giao nhận / Kho vận, CNTT - Phần mềm",Nhân viên chính thức,10 Tr - 15 Tr VND,Trên 1,Nhân viên,04/07/2026,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cung-ung.35C78E88.html
35C78E17,ERP-Driven Manufacturing Planning Consultant,"Un-Available LTD Co.,",Hồ Chí Minh,09/06/2026,"CNTT - Phần mềm, Sản xuất / Vận hành sản xuất, Điện / Điện tử / Điện lạnh / Điện công nghiệp",Nhân viên chính thức,Cạnh tranh,5 - 6,Nhân viên,30/06/2026,https://careerviet.vn/vi/tim-viec-lam/erp-driven-manufacturing-planning-consultant.35C78E17.html
35C78BBD,Senior Business Development/ B2B Sales Manager,Công Ty Cổ Phần Công Nghệ OLLI,Hồ Chí Minh,09/06/2026,"Bán hàng / Kinh doanh, CNTT - Phần mềm, Giáo dục / Đào tạo",Nhân viên chính thức,Cạnh tranh,Trên 4,Quản lý,01/07/2026,https://careerviet.vn/vi/tim-viec-lam/senior-business-development-b2b-sales-manager.35C78BBD.html
35C78FD9,Admin - IT Support,CÔNG TY TNHH MHI ENGINE SYSTEM VIỆT NAM,Bình Dương,09/06/2026,"Nhân sự, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,2 - 3,Nhân viên,30/06/2026,https://careerviet.vn/vi/tim-viec-lam/admin-it-support.35C78FD9.html
35C77AE7,Sales Executive B2B – Phân Phối Thiết Bị Công Nghệ,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,Hồ Chí Minh,09/06/2026,"Bán hàng / Kinh doanh, Bán lẻ / Bán sỉ, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,1 - 3,Nhân viên,27/06/2026,https://careerviet.vn/vi/tim-viec-lam/sales-executive-b2b-phan-phoi-thiet-bi-cong-nghe.35C77AE7.html
35C77C81,Kỹ Sư Dự Án (SM),CÔNG TY CỔ PHẦN GIẢI PHÁP ITD,Hà Nội,09/06/2026,"Điện / Điện tử / Điện lạnh / Điện công nghiệp, Cơ khí / Ô tô / Tự động hóa, CNTT - Phần cứng / Mạng",Nhân viên chính thức,15 Tr - 20 Tr VND,Trên 2,Nhân viên,26/06/2026,https://careerviet.vn/vi/tim-viec-lam/ky-su-du-an-sm.35C77C81.html
35C77B26,Chuyên viên chính/Chuyên viên cao cấp Phân tích nghiệp vụ FM - TNTech - 4Z035,Tập đoàn ROX (ROX Group),Hà Nội,09/06/2026,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,Trên 3,Nhân viên,24/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-chuyen-vien-cao-cap-phan-tich-nghiep-vu-fm-tntech-4z035.35C77B26.html
35C76CA9,Nhân Viên Chăm Sóc Khách Hàng Ca Đêm,CÔNG TY TNHH RICH PAY TEK,Hồ Chí Minh,09/06/2026,"Dịch vụ khách hàng, Tiếp thị / Marketing, CNTT - Phần cứng / Mạng",Nhân viên chính thức,12 Tr - 14 Tr VND,1 - 2,Nhân viên,20/06/2026,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-ca-dem.35C76CA9.html
35C76BEC,Chuyên viên cao cấp/Chuyên gia Scrum Master - SI - MSB - 3I134,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,09/06/2026,CNTT - Phần mềm,Nhân viên chính thức,Cạnh tranh,Trên 5,Nhân viên,18/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-chuyen-gia-scrum-master-si-msb-3i134.35C76BEC.html
35C76C56,"P. Khoa học dữ liệu, Hội sở - Chuyên viên Vận hành mô hình",Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,09/06/2026,"Ngân hàng, Thống kê, CNTT - Phần mềm",Nhân viên chính thức,Cạnh tranh,1 - 5,Nhân viên,15/07/2026,https://careerviet.vn/vi/tim-viec-lam/p-khoa-hoc-du-lieu-hoi-so-chuyen-vien-van-hanh-mo-hinh.35C76C56.html
35C76D03,Chuyên Viên Bảo Hành,Công ty Cổ phần Mediamart Việt Nam,Hà Nội,09/06/2026,"Điện / Điện tử / Điện lạnh / Điện công nghiệp, Bảo trì / Sửa chữa, CNTT - Phần cứng / Mạng",Nhân viên chính thức,12 Tr - 15 Tr VND,1 - 2,Nhân viên,20/06/2026,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-bao-hanh.35C76D03.html
35C79142,NHÂN VIÊN KINH DOANH VIỄN THÔNG – CNTT,CÔNG TY CỔ PHẦN GIẢI PHÁP TÍCH HỢP NIS,Hồ Chí Minh,10/06/2026,"CNTT - Phần mềm, Bán hàng / Kinh doanh, Bán Hàng Kỹ Thuật",Nhân viên chính thức,15 Tr - 25 Tr VND,Chưa có kinh nghiệm,Nhân viên,04/07/2026,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-vien-thong-cntt.35C79142.html
35C7934A,3D Artist,CÔNG TY TNHH RIDDLERS VN,Hồ Chí Minh,10/06/2026,"CNTT - Phần mềm, Mỹ thuật / Nghệ thuật / Thiết kế, Giải trí",Nhân viên chính thức,Cạnh tranh,3 - 5,Nhân viên,30/06/2026,https://careerviet.vn/vi/tim-viec-lam/3d-artist.35C7934A.html
35C790E9,Game Programmer,CÔNG TY TNHH RIDDLERS VN,Hồ Chí Minh,10/06/2026,"CNTT - Phần mềm, Giải trí, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,5 - 10,Nhân viên,30/06/2026,https://careerviet.vn/vi/tim-viec-lam/game-programmer.35C790E9.html
35C77C2A,IT Application Executive,Công Ty Cổ Phần Thời Trang & Mỹ Phẩm Duy Anh (DAFC),Hồ Chí Minh,27/05/2026,"Bán lẻ / Bán sỉ, CNTT - Phần mềm, CNTT - Phần cứng / Mạng",Nhân viên chính thức,Cạnh tranh,Trên 2,Nhân viên,11/07/2026,https://careerviet.vn/vi/tim-viec-lam/it-application-executive.35C77C2A.html
